pca feature 0,pca feature 1,pca feature 2,pca feature 3,pca feature 4,pca feature 5,pca feature 6,pca feature 7,pca feature 8,pca feature 9,pca feature 10,pca feature 11,y
3.614844988733821,-0.37266938705226277,-1.988984617104688,-0.44387790741563626,-0.0400366536566622,0.618472141796733,-0.1010503833329954,-0.04958080870911499,-0.43581349244753737,-0.09203095417976503,0.48623446599841474,1.1671466790150275e-15,1.0
199.73463251222583,-12.92700942668977,-1.8811692476588968,1.0979314142528769,-0.44982037908515027,0.07240495698511505,-0.09374118125344516,-0.1260003903240536,-0.19336540546531147,0.08462174858895878,-0.19691637407825036,8.182944304857425e-16,1.0
-19.530953389504372,12.385091323791377,-5.930838403555005,-0.8069542145038763,0.4546185090582956,0.271496954383902,-0.11041983146673813,-0.16980755446237047,-0.2608444781889793,0.004222841029199573,-0.1634013424332428,-6.230050526983418e-16,1.0
-18.423147176819572,-3.356232639333852,-2.962914868437476,-2.220329115872563,0.05901249947878179,0.7011664357000645,-0.22614724591590965,0.04350410088174269,0.595677073842029,-0.09304582459907768,0.021481116974821864,3.302204372677269e-16,1.0
-17.27510223532272,-10.397367828804764,1.288684322489651,0.39616936519924445,0.23098929293487538,0.6469407069874751,-0.4019390821364261,-0.269990092023735,0.7078682482126724,-0.06439763112595887,0.10599543380462909,-6.932285905724301e-17,1.0
-19.539296964171776,14.360590312039315,-6.114298123743518,-0.55352877937874,0.36612655353381063,0.5264308859881736,-0.15529063482997327,-0.0044726301125817105,0.6835039345496857,-0.044859244731124466,-0.10792094563840714,1.6581964292535795e-14,0.0
-19.228185091366708,-0.903669099521344,4.439356997071962,-0.37367947657138095,-0.13300345058530247,0.7151788540158905,-0.17834390589955373,-0.1691691569220797,-0.3907112758644769,-0.12667128693760785,-0.2513341741603954,1.389807604561978e-17,0.0
-17.293747811406934,0.15245312982564715,2.4566265939835596,-2.0760338610912865,0.06274654176340307,0.5089636609505969,-0.1993922578716257,-0.1868890622264948,-0.3457935668483479,-0.13304722242664382,0.22790469957362214,1.4207974898024984e-16,1.0
338.4403098971811,11.516517069242122,-11.6597768691819,-2.5384705346002225,-0.28526796641684404,-0.02798262835970934,0.10988940944025402,0.12127304495128531,-0.22055310986111434,0.03522268296187561,0.3144966703002246,3.5871432901485654e-17,0.0
-19.293073264037066,-0.26610281720335416,1.6366111398606793,0.49537856861163165,0.12719085182508755,-0.5745497687724649,-0.137249270824587,-0.2929661933064921,0.018784833180566667,0.11014762087402423,-0.16907357867037154,-1.6290512954293775e-17,0.0
116.02511482088241,-1.0943085486087645,13.5968199533998,-4.111226429352225,0.3143405030505388,-0.4463017144573259,0.4153711140561926,-0.6144378352286327,0.1844845646771588,-0.625932000168246,-0.24096752016487305,-3.6295595278559484e-16,0.0
-20.552980116222866,26.369468325817465,-5.760082204552126,0.7190609643060795,0.16741314846155847,-0.6155868003450858,0.1579476182857488,0.023337562628964397,-0.05524905062690955,0.11540782206015446,-0.1257314821092365,1.8005597689962634e-16,1.0
131.73410360608196,-0.6157423005835216,0.8507058033104326,-0.45435128145079084,-0.030497743667137082,-0.34179844025180844,-0.15513304645414547,-0.29477844783360607,-0.027418970688438776,0.04772333236336507,0.085035288259932,4.877046028998504e-17,1.0
-19.33855007178575,-14.965610421829059,-2.179263220956111,1.8603190359774493,0.43866441791694893,-0.7964963935224612,-0.27158567610431356,-0.4740113257010462,0.09993719054575674,0.22296071144061694,0.3619972543156619,1.3998380616682987e-16,1.0
-19.36778086702844,-2.4140964527730544,-1.216960403265846,-0.4984563834716124,-0.48447961244329024,-0.2118831933120456,0.1100630003401734,0.19179626728281757,-0.27933935775543595,0.027771082881642876,0.42462156209711377,4.575552912864004e-17,1.0
-19.42642247804723,-7.5715427352230105,-3.748385798138702,-1.5070855523938003,-0.09248935237650746,0.8081184542832971,-0.18678268384383984,0.12987282652635715,0.5200484212746015,-0.09237098335295865,0.24463506334644378,-1.18801304515367e-16,0.0
-1.183087580977998,-3.1799917151644044,4.860326150597545,2.4019139559609637,0.21422100260020283,0.5659232221531733,-0.3285645259295208,-0.4862817936954986,-0.23551421608223058,-0.04100632110750036,-0.370849536287299,-4.843698828828449e-18,0.0
-19.535312871055112,13.372827473853409,-6.0257368710503725,-0.6810596668088484,0.35577771725558344,0.5312235688039891,-0.16024191138944888,-0.0032123134780902025,0.6810319284720303,-0.045592115577603724,-0.11413867042098205,-7.828212043750994e-17,0.0
-18.486164642245154,7.247689155080579,-5.0958381497047895,0.3997714889814744,0.1717909372535809,0.47264279669488046,-0.057812307931886006,-0.056889798656565446,-0.3823537806603874,-0.03087973010450279,0.29500603719364105,6.639065783762708e-17,0.0
-18.366087758725353,-11.872716640240288,-2.707617086602117,1.1674737452139252,-0.19055915372319257,-0.16588922137984635,-0.12632269397480933,0.054123357464260814,0.8312522606500897,0.11279819812642823,0.0644070933483558,-7.98622889542397e-17,1.0
-20.188095702474833,-9.710605865750937,3.5771185720488554,4.377488125997944,0.1737277131346267,-0.5317518303870704,-0.24332234119140075,-0.49459408006975286,0.04908642866561929,0.16023701191789616,0.1543820024974071,1.7583977024599797e-17,1.0
